,time,amplitude,pitch
0,6.2299999999999995,0.0040281307812268,
1,6.33,0.004202608406484674,
2,6.43,0.004261343492368893,
3,6.53,0.003235145398413403,
4,7.0975,0.058550388256995156,
5,7.1325,0.18708477675902843,104.51863371277068
6,7.1675,0.18842965884720805,118.15003344868494
7,7.2025,0.0740519120773725,117.39281117992373
8,7.3,0.1557941683012121,132.51768184905072
9,7.38,0.09807746013933731,117.8596001251611
10,7.46,0.10400407658680853,105.33042858996872
11,7.54,0.03610040189869346,87.76425513331588
12,7.795,0.008690278820728318,
13,7.825,0.024182398343495483,
14,7.855,0.04541981197340703,91.8847405694209
15,7.885,0.049324655847067994,96.17285992862098
16,7.99,0.028017489646429028,
17,8.05,0.09846275651186479,110.90241928054172
18,8.11,0.0882098321898486,105.78541052067362
19,8.169999999999998,0.0686900651841644,97.85087186353813
20,8.295000000000002,0.06161540878541237,95.47742021667139
21,8.445,0.03885401312076504,85.47400430095692
22,8.594999999999999,0.008402256187882018,
23,8.745000000000001,0.006889821555282045,
24,9.879999999999999,0.052267392356764544,129.00444931371638
25,9.96,0.14491869143507222,127.05937477974746
26,10.04,0.13656727173137123,159.3457879542756
27,10.120000000000001,0.13460938498067992,146.95973482797453
28,10.184999999999999,,
29,10.195,,
30,10.205,0.11461786652552164,137.39823758059313
31,10.215,,
32,10.32,0.061887360927785996,130.345294636528
33,10.36,0.07604326275046135,131.89093004456163
34,10.400000000000002,0.051150322752737544,123.9605995727702
35,10.440000000000001,0.01666983789060128,
36,10.4875,0.06080604952792558,
37,10.502500000000001,0.0728452841162472,
38,10.517499999999998,0.04008789219507378,
39,10.532499999999999,0.025125984548090386,
40,10.6075,0.012351624067665533,
41,10.662500000000001,0.08736503364802534,123.29987993624778
42,10.717500000000001,0.08796133672897552,112.53929041638062
43,10.7725,0.015873589345070705,
44,10.85,0.006496111288961563,
45,10.87,0.010934622310802678,
46,10.89,0.025774913222115413,
47,10.91,0.046411050975718224,108.25159853029592
48,10.9725,0.07777751584011713,96.12501025548755
49,10.997500000000002,0.07377685930965097,94.37444652845083
50,11.0225,0.06606564973417695,93.67048303854679
51,11.0475,0.06883689522592357,98.9885575536145
52,11.19,0.04716518520362445,92.27234187564368
53,11.209999999999999,0.04715336446230094,93.54385415503376
54,11.23,0.04504393227601443,90.86652638014769
55,11.25,0.05917574084462213,94.7025033144144
56,11.305,,
57,11.315000000000001,,
58,11.325,,
59,11.335,,
60,11.4575,0.10508246786586527,118.09328686731268
61,11.5725,0.04021336628085566,112.55139812286899
62,11.6875,0.059961601023393346,98.83123910260868
63,11.802499999999998,0.01296139973519471,
64,11.892500000000002,0.04279874645053891,91.78852612540467
65,11.9175,0.03964533872445773,89.76955668952833
66,11.942499999999999,0.023118636291208056,83.44691753807906
67,11.967500000000001,0.01350912925812552,
68,12.09,0.03852042476810139,
69,12.15,0.15462391583528595,133.15180478129827
70,12.21,0.1119129897583522,128.1975104858348
71,12.27,0.015414557735673013,
72,12.4325,0.05726069851714307,108.04181975540965
73,12.577499999999999,0.04866843241067453,123.9311119168959
74,12.7225,0.08993053362127679,98.05480109978595
75,12.8675,0.04043351272722062,85.22758482318126
76,13.032499999999999,0.01931723216473047,
77,13.057500000000001,0.01730892296414548,
78,13.0825,0.0702212508971347,101.09802852474601
79,13.107499999999998,0.08477034513636712,100.74386247204438
80,13.34,0.06910831313951381,111.57890903533865
81,13.379999999999999,0.1744431931848027,118.86835535409621
82,13.420000000000002,0.17932881776654075,120.63973724780175
83,13.46,0.13156138913695803,115.16907016693928
84,13.61,0.08808308381102026,100.3968243145686
85,13.75,0.05155552607050448,84.31074169977614
86,13.89,0.020396072804714727,82.08424180743187
87,14.03,0.031423246726384704,87.73976585457993
88,14.1725,0.027143783276379792,
89,14.197500000000002,0.043810957014103424,95.50498223192086
90,14.2225,0.0719418355863811,103.3075666085144
91,14.247499999999999,0.08049529535692201,103.10967833014305
92,14.31,0.015443897801961594,
93,14.33,0.01962363128556831,
94,14.350000000000001,0.06609960123810041,108.55356980986981
95,14.370000000000001,0.07888436573233935,108.11238208889543
96,14.505,0.13870956066461665,116.449513015896
97,14.555,0.15175278731119074,126.62939310776089
98,14.605,0.125108381915423,131.15344024109254
99,14.655,0.11293504617556385,123.47719028453427
100,14.782499999999999,0.06854507030909326,116.52462225975263
101,14.8675,0.08105459165547643,112.39980910951972
102,14.9525,0.055118642476451235,104.53434761563364
103,15.037500000000001,0.07995498008207638,97.4460975771407
104,15.412500000000001,0.01816278666712564,
105,15.4375,0.03860720133656803,99.48204984626483
106,15.462499999999999,0.037813062013924544,97.84760025899027
107,15.4875,0.05617920554338919,96.13516332424314
108,15.555,0.0996523065992585,105.96720452284445
109,15.585,0.13779306332656077,110.19758942758742
110,15.614999999999998,0.1523283116672206,111.70940525442128
111,15.645,0.13437845373252685,106.11395108905079
112,15.7575,0.0359150237472157,109.34291591293373
113,15.8325,0.09998150163233763,102.9325546862423
114,15.9075,0.04036944042008742,96.71245311914166
115,15.9825,0.034038948593108444,
116,16.0475,0.06354145111439545,97.98174084883358
117,16.0625,0.054520897190903854,90.69966488334121
118,16.0775,0.025738015742790648,
119,16.0925,0.014364851129919929,
120,16.1275,0.05330833324989733,96.59345840108098
121,16.1425,0.06823903717218102,96.13457053035786
122,16.1575,0.08164465566651158,95.37860564285984
123,16.1725,0.09314697239720308,94.91339005906934
124,16.2825,0.12037362917200263,106.52707946441562
125,16.3675,0.0735282048136448,97.79774218440333
126,16.452499999999997,0.0233111316392042,
127,16.537499999999998,0.009087859263102165,
