,time,amplitude,pitch
0,1.14,,
1,1.14,,
2,1.14,,
3,1.14,,
4,4.3525,0.06029546574770757,77.94512028585466
5,4.3775,0.10807433920681697,117.99345120630827
6,4.4025,0.13552602138224162,116.25897699340942
7,4.4275,0.130589256887694,124.58686139994045
8,4.52,0.10283482832778341,130.69961362180797
9,4.5600000000000005,0.12871446133386336,123.12788081300351
10,4.6,0.11743546976816051,117.83021092522337
11,4.640000000000001,0.07881142241255897,114.08951829129846
12,4.685,,
13,4.694999999999999,0.1475116747910645,109.46522402701132
14,4.705,0.10417009836114123,97.9539059357719
15,4.715,,
16,4.807499999999999,0.04744758081441947,93.81626540112627
17,4.9025,0.13225533151375346,131.51657136142776
18,4.9975,0.0915583243146568,107.09097676399183
19,5.092499999999999,0.09913524721322772,86.05467931796264
20,5.154999999999999,0.10477872387882158,77.83554993696754
21,5.185,0.06913697931691234,50.5507179632371
22,5.215,0.017935504140392747,
23,5.244999999999999,0.025575814886575534,
24,5.2875,0.10529070400959459,92.84762737303375
25,5.3025,0.09086742220035543,89.55633427147886
26,5.317500000000001,0.05370683585623255,87.67461898479831
27,5.3325,0.04877907688311904,89.45759723994217
28,5.387499999999999,0.07304333736011927,97.12492501206184
29,5.4025,0.08139909567936235,94.72326551326721
30,5.4175,0.08324512122029583,93.84169024057276
31,5.432500000000001,0.07278717468038805,72.46724668266853
32,5.5575,0.1038576860904045,108.3511477042486
33,5.6725,0.052837231820270676,93.3688039079361
34,5.7875,0.07146889010362369,102.45398102754427
35,5.9025,0.04812496408568558,84.92486736192309
36,6.0525,0.12451619024689005,104.90563742872098
37,6.157500000000001,0.07808603761541037,90.82650355488138
38,6.262499999999999,0.04442507439054669,76.64214316900166
39,6.3675,0.020370212805630967,72.23739882961638
40,6.515000000000001,0.020543216808809286,
41,6.545,0.04999923190647311,
42,6.575,0.07751666888556935,97.93615531287273
43,6.605,0.053693852577612985,95.7457392314901
44,6.717499999999999,0.03673455612761713,
45,6.7925,0.16823301900076132,117.89148548781866
46,6.8675,0.15822685316076385,101.49480336131163
47,6.942500000000001,0.04296764969009818,83.3468242100309
48,7.655,0.02392111515075804,77.34230096995043
49,7.725,0.06258063356609529,110.62244475943754
50,7.795,0.17248178257991886,148.90340435185092
51,7.865,0.173947361442464,151.16975969007737
52,8.1225,0.14274964892909903,123.20830946822588
53,8.2475,0.11092502236670719,139.05217909533408
54,8.3725,0.06773766611918636,144.96866781860075
55,8.4975,0.02086800727057206,
56,8.592500000000001,0.09108278688787672,124.24394434264471
57,8.6175,0.09753551755696312,114.66094559389222
58,8.642499999999998,0.07836500201901646,111.66562979234014
59,8.6675,0.06887731420049253,112.43311931293906
60,8.817499999999999,0.059560741024644995,152.06538279175254
61,8.932500000000001,0.06920465440522071,130.91202034811587
62,9.0475,0.04020406619345547,121.27951764774981
63,9.162500000000001,0.06650171819913565,118.02307914527543
64,9.29,0.13981403779667864,110.66359743579285
65,9.35,0.10305430785437755,108.58166395973107
66,9.41,0.044215940016124354,104.30629334784105
67,9.469999999999999,0.047128587114403216,108.19860594142679
68,9.5275,0.101837654981033,116.96790571185342
69,9.5425,0.08923631769590068,115.76709168274849
70,9.557500000000001,0.07332527290346301,110.01072792573929
71,9.5725,0.06194242445009544,106.95919204159452
72,9.695,0.0188168729543085,
73,9.805,0.14065466339638513,97.57555597328104
74,9.915,0.08780890984921616,75.98268130179258
75,10.025,0.03033982514720074,73.05162087207886
76,10.2,0.019529807167312476,
77,10.280000000000001,0.07065838111062557,91.97908423971796
78,10.36,0.10213487737929713,97.77683380117607
79,10.440000000000001,0.07593390372757682,102.75645733088443
80,10.5075,0.1226419347032057,115.97702203436222
81,10.5225,0.10179874022000066,111.10103477754838
82,10.537500000000001,0.06835056841377835,111.82121239107325
83,10.5525,0.059597216462486835,114.84651298155148
84,10.5875,0.10554165398925332,115.54153472926367
85,10.6025,0.11537054363661678,115.4900714115147
86,10.6175,0.13520637337431948,114.54846683628601
87,10.6325,0.13604416885694212,110.97949382696213
88,10.747499999999999,0.14143933614730259,117.78015174042525
89,10.842500000000001,0.08817526043595213,96.5310301756552
90,10.9375,0.06163608842965962,75.71430080443965
91,11.032499999999999,0.019933518280824486,
92,11.705,0.0737991836269383,110.4754578092591
93,11.755,0.14305883137955588,133.82053346447998
94,11.805,0.16424466933017734,142.5407327944866
95,11.855,0.1702899089489509,134.40767053239824
96,11.942499999999999,0.06397023633751708,108.14551583666545
97,11.9875,0.08003213286047126,84.85451924583967
98,12.032499999999999,0.04291664725047334,78.3616716806856
99,12.0775,0.03411969840609191,80.23853564837842
100,12.192499999999999,0.050407856874040216,74.95369446371679
101,12.217500000000001,0.0813200262643842,99.61782356776253
102,12.2425,0.08722656196967263,113.60991137129867
103,12.267499999999998,0.09364446860531257,111.37171901298049
104,12.3275,0.1043476788465911,116.15821685029134
105,12.342500000000001,0.12074245234579947,117.09585154061341
106,12.357500000000002,0.1355762896313415,118.46826241480292
107,12.3725,0.13366474402510833,117.42713635183706
108,12.5,0.05997597012627754,119.97948340421347
109,12.62,0.08664985457197762,107.79284940828667
110,12.74,0.03646764461307808,80.88078821288099
111,12.86,0.01981895610341096,71.36199028702208
112,13.2925,0.04229079274812625,106.84136450097755
113,13.3575,0.11173254470813088,122.3794938185949
114,13.4225,0.08757391411746611,125.02519734780715
115,13.4875,0.020651325739044848,
116,13.61,0.07618840141144997,147.12992552489212
117,13.71,0.06416263006569513,122.64433231506993
118,13.810000000000002,0.028874364024624517,91.69253027127513
119,13.91,0.02538176395404041,
