,time,amplitude
0,0.0,2.6170099e-05
1,0.023219954648526078,0.00032403873
2,0.046439909297052155,0.012786153
3,0.06965986394557823,0.012786153
4,0.09287981859410431,0.011726832
5,0.11609977324263039,0.010337181
6,0.13931972789115646,0.011860634
7,0.16253968253968254,0.015775038
8,0.18575963718820862,0.019880202
9,0.2089795918367347,0.019880202
10,0.23219954648526078,0.01664467
11,0.25541950113378686,0.015302866
12,0.2786394557823129,0.019062134
13,0.301859410430839,0.019062134
14,0.3250793650793651,0.01591075
15,0.34829931972789113,0.02316941
16,0.37151927437641724,0.02316941
17,0.3947392290249433,0.02582878
18,0.4179591836734694,0.02582878
19,0.44117913832199546,0.018528448
20,0.46439909297052157,0.018829506
21,0.4876190476190476,0.018829506
22,0.5108390022675737,0.022471316
23,0.5340589569160997,0.052327648
24,0.5572789115646258,0.052327648
25,0.5804988662131519,0.029808454
26,0.603718820861678,0.029808454
27,0.626938775510204,0.018666934
28,0.6501587301587302,0.018666934
29,0.6733786848072563,0.021136431
30,0.6965986394557823,0.021136431
31,0.7198185941043084,0.013274799
32,0.7430385487528345,0.013274799
33,0.7662585034013606,0.017995829
34,0.7894784580498866,0.017995829
35,0.8126984126984127,0.012810609
36,0.8359183673469388,0.012921721
37,0.8591383219954648,0.016014172
38,0.8823582766439909,0.02834122
39,0.905578231292517,0.02834122
40,0.9287981859410431,0.023665646
41,0.9520181405895691,0.03029621
42,0.9752380952380952,0.045948956
43,0.9984580498866213,0.050048463
44,1.0216780045351475,0.050048463
45,1.0448979591836736,0.0362482
46,1.0681179138321995,0.026266653
47,1.0913378684807256,0.02905646
48,1.1145578231292517,0.02905646
49,1.1377777777777778,0.023143707
50,1.1609977324263039,0.022216389
51,1.18421768707483,0.022216389
52,1.207437641723356,0.041654292
53,1.230657596371882,0.104836956
54,1.253877551020408,0.386492
55,1.2770975056689342,0.43422866
56,1.3003174603174603,0.43422866
57,1.3235374149659864,0.41425848
58,1.3467573696145125,0.54049253
59,1.3699773242630386,0.54049253
60,1.3931972789115645,0.53925955
61,1.4164172335600906,0.43429312
62,1.4396371882086167,0.4456271
63,1.4628571428571429,0.4456271
64,1.486077097505669,0.09673978
65,1.509297052154195,0.3652769
66,1.5325170068027212,0.3652769
67,1.555736961451247,0.35478404
68,1.5789569160997732,0.46565428
69,1.6021768707482993,0.5359519
70,1.6253968253968254,0.5359519
71,1.6486167800453515,0.5212496
72,1.6718367346938776,0.569813
73,1.6950566893424037,0.569813
74,1.7182766439909296,0.48305205
75,1.7414965986394557,0.34305114
76,1.7647165532879818,0.26625776
77,1.787936507936508,0.059369043
78,1.811156462585034,0.044569265
79,1.8343764172335602,0.062474955
80,1.8575963718820863,0.07232959
81,1.8808163265306121,0.08896941
82,1.9040362811791383,0.12577948
83,1.9272562358276644,0.15165289
84,1.9504761904761905,0.15165289
85,1.9736961451247166,0.07403627
86,1.9969160997732427,0.057600666
87,2.020136054421769,0.057600666
88,2.043356009070295,0.056561716
89,2.066575963718821,0.05351548
90,2.089795918367347,0.054935902
91,2.1130158730158732,0.06779454
92,2.136235827664399,0.10880153
93,2.159455782312925,0.19558732
94,2.182675736961451,0.2711791
95,2.2058956916099772,0.2850055
96,2.2291156462585033,0.2850055
97,2.2523356009070294,0.27750742
98,2.2755555555555556,0.34914762
99,2.2987755102040817,0.34914762
100,2.3219954648526078,0.25010923
101,2.345215419501134,0.16443859
102,2.36843537414966,0.15135749
103,2.391655328798186,0.30458754
104,2.414875283446712,0.30458754
105,2.4380952380952383,0.1880649
106,2.461315192743764,0.1880649
107,2.48453514739229,0.12797253
108,2.507755102040816,0.07310405
109,2.5309750566893423,0.19581984
110,2.5541950113378684,0.19581984
111,2.5774149659863945,0.22947155
112,2.6006349206349206,0.30884433
113,2.6238548752834467,0.4117404
114,2.647074829931973,0.4117404
115,2.670294784580499,0.35244435
116,2.693514739229025,0.3400738
117,2.716734693877551,0.3951932
118,2.7399546485260773,0.3951932
119,2.7631746031746034,0.33220714
120,2.786394557823129,0.33220714
121,2.809614512471655,0.27507302
122,2.8328344671201813,0.27507302
123,2.8560544217687074,0.2503427
124,2.8792743764172335,0.13926354
125,2.9024943310657596,0.18684952
126,2.9257142857142857,0.18684952
127,2.948934240362812,0.14994156
128,2.972154195011338,0.147375
129,2.995374149659864,0.14887886
130,3.01859410430839,0.23863286
131,3.0418140589569163,0.5918194
132,3.0650340136054424,0.6632712
133,3.0882539682539685,0.6632712
134,3.111473922902494,0.44544825
135,3.1346938775510202,0.40872815
136,3.1579138321995464,0.2843753
137,3.1811337868480725,0.20480306
138,3.2043537414965986,0.21795408
139,3.2275736961451247,0.2890747
140,3.250793650793651,0.2890747
141,3.274013605442177,0.25679654
142,3.297233560090703,0.15954459
143,3.320453514739229,0.102650166
144,3.3436734693877552,0.102650166
145,3.3668934240362813,0.11072148
146,3.3901133786848074,0.11072148
147,3.4133333333333336,0.087768845
148,3.436553287981859,0.087768845
149,3.4597732426303853,0.11205869
150,3.4829931972789114,0.11205869
151,3.5062131519274375,0.068093896
152,3.5294331065759637,0.15373005
153,3.5526530612244898,0.15373005
154,3.575873015873016,0.07049045
155,3.599092970521542,0.075513124
156,3.622312925170068,0.12005686
157,3.645532879818594,0.12005686
158,3.6687528344671203,0.06950931
159,3.6919727891156464,0.05113977
160,3.7151927437641725,0.07054545
161,3.7384126984126986,0.07054545
162,3.7616326530612243,0.048300553
163,3.7848526077097504,0.05219541
164,3.8080725623582765,0.05219541
165,3.8312925170068026,0.041293666
166,3.8545124716553287,0.033212557
